"","itemname","mealtype","quantity","quantitytype","datesort"
"1","Cream of Wheat","",9,"Pound",1
"2","Scrambled Eggs","",5,"Pound",1
"3","Scrambled Eggs","",5,"Pound",1
"5","Home Fries","",3,"Pound",1
"6","Corned Beef Hash","",5,"Pound",1
"8","Buttermilk Pancakes","",5,"Pound",1
"13","Crispy Alaskan Pollock","",3,"Pound",1
"14","Veggie Muffuletta","",8,"Pound",1
"15","Macaroni &amp; Cheese","",9,"Pound",1
"17","Chef's Choice Soup du Jour","",3,"Pound",1
"18","White Bean Cassoulet","",4,"Pound",1
"21","Baked Ziti","",13,"Pound",2
"22","Baked Ziti","",24,"Pound",2
"23","Grilled Caesar Chicken","",1,"Pound",2
"24","Beef Tender Picadillo","",5,"Pound",2
"25","Basmati Rice","",4,"Pound",2
"26","Steamed Broccoli","",3,"Pound",2
"27","Linguini w/ Roasted Tomatoes","",2,"Pound",2
"28","Chef's Choice Soup du Jour","",1,"Pound",2
"29","Marinara Sauce","",1,"Pound",2
"30","Meat Sauce","",1,"Pound",2
"33","Curley Fries","",3,"Pound",2
"37","North Salad Bar Waste Module","",20,"Pound",2
"38","North Salad Dressing Waste Module","",13,"Pound",2
"39","Waffles","",4,"Pound",2
"40","Country Style Hash Browns","",4,"Pound",2
"41","Waffles","",2,"Pound",2
"42","Strawberry Pancakes","",2,"Pound",2
"43","Cheesy Scrambled Eggs","",2,"Pound",2
"45","Baked Beans","",8,"Pound",2
"46","Roasted Summer Vegetables","",8,"Pound",2
"47","Chicken Noodle Casserole","",9,"Pound",2
"48","Meat Sauce","",6,"Pound",2
"49","Marinara Sauce","",9,"Pound",2
"50","Chef's Choice Pasta du Jour","",9,"Pound",2
"51","Brown Sauce","",8,"Pound",2
"52","Mashed Potatoes","",14,"Pound",2
"53","Sauteed Kale","",3,"Pound",2
"54","Meat Sauce","",6,"Pound",2
"55","Ranch Roasted Potatoes","",8,"Pound",2
"56","Chef's Choice Pasta du Jour","",4,"Pound",2
"57","Fresh Roasted Carrots","",9,"Pound",2
"59","Creamy Spinach & Sun Dried Tomato Whole Wheat Penn","",7,"Pound",2
"60","North Salad Dressing Waste Module","",22,"Pound",2
"61","North Deli Bar Waste Module","",4,"Pound",2
"62","Cheese Pizza","",12,"Pound",2
"65","Hamburger No Bun","",2,"Pound",2
"70","Cheesy Scrambled Eggs","",12,"Pound",3
"71","Breakfast Potatoes","",3,"Pound",3
"73","Fried Tater Tots","",4,"Pound",3
"74","Black Bean & Salsa Burger with a Bun","",2,"Pound",3
"82","Meat Sauce","",8,"Pound",3
"83","Marinara Sauce","",7,"Pound",3
"86","North Deli Bar Waste Module","",4,"Pound",3
"87","Scrambled Eggs","",10,"Pound",4
"88","Turkey Sausage Links","",7,"Pound",4
"90","Mashed Potatoes","",4,"Pound",4
"91","Stove Top Stuffing","",4,"Pound",4
"92","Roast Turkey","",2,"Pound",4
"93","American Chop Suey","",13,"Pound",4
"96","BBQ Chicken Drumsticks","",8,"Pound",4
"97","Sauteed Pork Cutlet","",5,"Pound",4
"98","Vegan Mongolian Stir Fry","",8,"Pound",4
"99","Curried Sweet Potato and Apple Pilaf","",19,"Pound",4
"100","Marinara Sauce","",5,"Pound",4
"101","Meat Sauce","",4,"Pound",4
"103","Tokyo Noodles","",6,"Pound",4
"104","Red Petite Potatoes w/Dill","",16,"Pound",4
"105","Pepperoni Pizza","",6,"Pound",4
"106","Cheese Pizza","",16,"Pound",4
"107","Special Pizza","",11,"Pound",4
"108","North Deli Bar Waste Module","",10,"Pound",4
"109","North Salad Bar Waste Module","",21,"Pound",4
"110","North Salad Dressing Waste Module","",4,"Pound",4
"111","Grilled Cheese","",6,"Pound",4
"112","Grilled Chicken Cutlet","",15,"Pound",4
"113","Straight Cut French Fries","",2,"Pound",4
"114","Whole Wheat French Toast Stix","",12,"Pound",5
"115","Oatmeal Hot Cereal","",5,"Pound",5
"116","Cheesy Scrambled Eggs","",4,"Pound",5
"117","Scrambled Eggs","",4,"Pound",5
"118","Blueberry Pancakes","",5,"Pound",5
"119","Chili con Carne","",10,"Pound",5
"120","Frijoles Refritos Con Queso","",18,"Pound",5
"121","White Rice","",6,"Pound",5
"122","New Orleans Cod","",4,"Pound",5
"123","O'Brien Potatoes","",3,"Pound",5
"124","Straight Cut French Fries","",4,"Pound",5
"125","A-1 Burger w/ Mushroom & Swiss","",5,"Pound",5
"129","Crispy Dijon Scrod","",3,"Pound",5
"130","Baked Beans","",10,"Pound",5
"131","Sundae Bar w/ Toppings","",2,"Pound",5
"132","Steamed Broccoli","",5,"Pound",5
"133","Marinara Sauce","",4,"Pound",5
"134","North Salad Dressing Waste Module","",4,"Pound",5
"135","North Deli Bar Waste Module","",15,"Pound",5
"137","North Salad Bar Waste Module","",17,"Pound",5
"138","Scrambled Eggs","",2,"Pound",6
"139","North Salad Bar Waste Module","",2,"Pound",6
"142","Grilled Chicken Cutlet","",4,"Pound",6
"143","Curley Fries","",5,"Pound",6
"147","Gingered Green Beans and Carrots","",13,"Pound",6
"148","Sesame Ginger Salmon w/ Mandarin Orange Relish","",2,"Pound",6
"149","Gingered Green Beans and Carrots","",5,"Pound",6
"150","Roasted Garlic Potatoes","",10,"Pound",6
"151","Marinara Sauce","",2,"Pound",6
"152","Meat Sauce","",4,"Pound",6
"153","North Deli Bar Waste Module","",10,"Pound",6
"154","North Salad Bar Waste Module","",15,"Pound",6
"156","Breakfast Potatoes","",12,"Pound",7
"157","Smashed Yukon Gold Potatoes","",42,"Pound",7
"158","Smashed Yukon Gold Potatoes","",6,"Pound",7
"159","Fried Tater Tots","",7,"Pound",7
"163","Southwest Guacamole Burger","",3,"Pound",7
"164","North Salad Dressing Waste Module","",14,"Pound",8
"165","North Salad Dressing Waste Module","",19,"Pound",8
"166","Cheesy Scrambled Eggs","",3,"Pound",8
"167","Scrambled Egg Whites","",4,"Pound",8
"168","Scrambled Eggs","",9,"Pound",8
"171","Oatmeal Hot Cereal","",4,"Pound",8
"172","Home Fries","",5,"Pound",8
"173","North Deli Bar Waste Module","",12,"Pound",8
"177","Vegetarian Fried Rice","",3,"Pound",8
"178","Green Beans and Tomatoes","",3,"Pound",8
"180","Chipotle Ranch Grilled Chicken","",3,"Pound",8
"181","Vegan Pepper Steak Stir Fry","",4,"Pound",8
"185","Basmati Rice","",14,"Pound",8
"186","Mashed Potatoes","",14,"Pound",8
"187","Basmati Rice","",14,"Pound",8
"188","North Salad Bar Waste Module","",12,"Pound",8
"189","North Deli Bar Waste Module","",5,"Pound",8
"190","North Salad Dressing Waste Module","",4,"Pound",8
"191","Basmati Rice","",7,"Pound",8
"192","Parslied Carrots","",2,"Pound",8
"194","Yankee Pot Roast","",3,"Pound",8
"195","Mashed Potatoes","",1,"Pound",8
"198","Crinkle Cut Fries","",2,"Pound",8
"200","Oatmeal Hot Cereal","",3,"Pound",9
"201","Buttermilk Pancakes","",2,"Pound",9
"202","Scrambled Eggs","",3,"Pound",9
"203","Scrambled Egg Whites","",2,"Pound",9
"204","Whole Wheat French Toast Stix","",2,"Pound",9
"205","Country Style Hash Browns","",3,"Pound",9
"206","Spinach Saute","",3,"Pound",9
"207","Lemon Butter Cod","",3,"Pound",9
"208","Spinach Saute","",6,"Pound",9
"209","Lemon Butter Cod","",2,"Pound",9
"210","Lemon Butter Cod","",2,"Pound",9
"211","Greek Rice Pilaf","",5,"Pound",9
"212","Marinara Sauce","",3,"Pound",9
"213","Meat Sauce","",2,"Pound",9
"214","Garlic Bread","",1,"Pound",9
"215","Meat Sauce","",6,"Pound",9
"219","Roasted Yukon Golds","",7,"Pound",9
"220","Meat Sauce","",3,"Pound",9
"221","Sauteed Mushrooms","",2,"Pound",9
"222","Marinara Sauce","",4,"Pound",9
"223","White Rice","",4,"Pound",9
"224","Vegetarian Strudel","",3,"Pound",9
"225","Roasted Yukon Golds","",3,"Pound",9
"226","Roasted Butternut Squash","",5,"Pound",9
"228","North Deli Bar Waste Module","",12,"Pound",9
"229","North Salad Bar Waste Module","",25,"Pound",9
"230","North Salad Dressing Waste Module","",10,"Pound",9
"231","Hamburger No Bun","",12,"Pound",9
"232","Grilled Cheese","",2,"Pound",9
"233","Grilled Chicken Cutlet","",9,"Pound",9
"234","Straight Cut French Fries","",4,"Pound",9
"235","Special Pizza","",11,"Pound",9
"236","Pepperoni Pizza","",5,"Pound",9
"237","Fried Hash Brown Patties","",2,"Pound",10
"238","French Dipped Waffles","",0,"Pound",10
"239","Scrambled Egg Whites","",2,"Pound",10
"240","Scrambled Eggs","",3,"Pound",10
"241","Apple Pancakes","",1,"Pound",10
"242","French Dipped Waffles","",1,"Pound",10
"243","Oatmeal Hot Cereal","",4,"Pound",10
"244","Fried Chicken Fillet Sandwich","",0,"Pound",10
"245","Salmon Cake w/Tarragon Sauce","",0,"Pound",10
"246","Salmon Cake w/Tarragon Sauce","",0,"Pound",10
"247","Basmati Rice","",0,"Pound",10
"248","Grilled Cheese","",0,"Pound",10
"249","Sicilian Broccoli","",0,"Pound",10
"250","Sicilian Broccoli","",1,"Pound",10
"251","Meat Sauce","",2,"Pound",10
"252","Marinara Sauce","",1,"Pound",10
"254","Vegetable Lo Mein","",4,"Pound",10
"255","Veggie Medley","",2,"Pound",10
"256","Grilled Tuna Steak w/ Sriracha Aioli","",1,"Pound",10
"257","Green Beans","",2,"Pound",10
"258","BBQ Baked Beans","",6,"Pound",10
"259","Rice & Orzo Pilaf","",6,"Pound",10
"260","Scrambled Eggs","",2,"Pound",11
"261","Scrambled Eggs","",1,"Pound",11
"262","Mini Potato Pancakes","",1,"Pound",11
"264","Shrimp Jambalaya","",6,"Pound",11
"265","Chicken Fricassee w/ Dumplings","",3,"Pound",11
"266","White Rice","",1,"Pound",11
"267","Marinara Sauce","",5,"Pound",11
"268","Meat Sauce","",1,"Pound",11
"269","Mashed Red Potatoes with Garlic","",3,"Pound",11
"270","Green Beans","",1,"Pound",11
"275","Curley Fries","",2,"Pound",11
"276","North Deli Bar Waste Module","",2,"Pound",11
"277","North Salad Bar Waste Module","",12,"Pound",11
"278","North Salad Dressing Waste Module","",5,"Pound",11
"281","Cheese Pizza","",3,"Pound",11
"284","Scrambled Egg Whites","",3,"Pound",12
"286","Breakfast Potatoes","",4,"Pound",12
"288","Marinara Sauce","",5,"Pound",12
"289","Meat Sauce","",5,"Pound",12
"290","Rice Florentine","",6,"Pound",12
"291","Grilled Chicken Cutlet","",18,"Pound",12
"292","Grilled Cheese","",11,"Pound",12
"293","North Deli Bar Waste Module","",4,"Pound",12
"294","North Salad Dressing Waste Module","",8,"Pound",12
"295","North Salad Dressing Waste Module","",6,"Pound",12
"299","Meat Sauce","",4,"Pound",14
"301","Eggplant Parmesan","",15,"Pound",14
"302","Gingered Sweet Potatoes","",6,"Pound",14
"303","Baked Potatoes","",15,"Pound",14
"304","Corn","",1,"Pound",14
"305","Garden Blend Rice","",3,"Pound",14
"306","Grilled Chicken Bella","",8,"Pound",14
"307","Texas BBQ Beef Tender","",23,"Pound",14
"308","Grilled Cheese","",2,"Pound",14
"309","Straight Cut French Fries","",2,"Pound",14
"310","Grilled Chicken Cutlet","",24,"Pound",14
"311","Scrambled Egg Whites","",3,"Pound",15
"312","Scrambled Eggs","",2,"Pound",15
"313","Cheesy Scrambled Eggs","",1,"Pound",15
"315","Grilled Andouille & Peppers","",3,"Pound",15
"317","Marinara Sauce","",1,"Pound",15
"318","Meat Sauce","",1,"Pound",15
"320","Basmati Rice","",1,"Pound",15
"324","Pork Stew with Fennel & Butternut","",7,"Pound",15
"325","Roasted Yukon Golds","",10,"Pound",15
"326","Roasted Yukon Golds","",4,"Pound",16
"327","Roasted Yukon Golds","",4,"Pound",16
"328","Shrimp Scampi and Pasta","",13,"Pound",16
"330","Meat Sauce","",3,"Pound",16
"331","Meat Sauce","",2,"Pound",16
"332","Marinara Sauce","",3,"Pound",16
"334","White Rice","",0,"Pound",16
"335","Salmon with Leeks and Red Pepper","",0,"Pound",16
"337","Marinara Sauce","",1,"Pound",16
"338","Meat Sauce","",5,"Pound",16
"339","White Rice","",2,"Pound",16
"340","Roast Turkey","",2,"Pound",16
"341","Stove Top Stuffing","",7,"Pound",16
"342","North Salad Dressing Waste Module","",6,"Pound",16
"343","North Salad Bar Waste Module","",17,"Pound",16
"344","North Salad Dressing Waste Module","",6,"Pound",16
"346","Cheesy Scrambled Eggs","",2,"Pound",17
"347","Scrambled Eggs","",2,"Pound",17
"348","Scrambled Egg Whites","",1,"Pound",17
"352","Cream of Wheat","",3,"Pound",17
"353","Beef Tacos with Flour Tortilla","",3,"Pound",17
"355","Basmati Rice Pilaf","",3,"Pound",17
"356","BBQ Kansas City Pork Spare Ribs","",2,"Pound",17
"357","Marinara Sauce","",3,"Pound",17
"358","Meat Sauce","",3,"Pound",17
"360","North Salad Bar Waste Module","",21,"Pound",17
"361","North Deli Bar Waste Module","",17,"Pound",17
"366","Shoestring Fries","",1,"Pound",17
"367","Oatmeal Hot Cereal","",3,"Pound",18
"368","Scrambled Eggs","",1,"Pound",18
"369","Cheesy Scrambled Eggs","",1,"Pound",18
"370","Scrambled Eggs","",2,"Pound",18
"371","Scrambled Egg Whites","",2,"Pound",18
"372","Fall Wheat Berry Salad","",3,"Pound",18
"373","Sauteed Onions","",1,"Pound",18
"374","Sauteed Peppers","",2,"Pound",18
"375","Chicken & Rice Soup","",7,"Pound",18
"376","Tempeh Lo Mein","",8,"Pound",18
"377","Vegetable Fried Rice","",6,"Pound",18
"380","Marinara Sauce","",4,"Pound",18
"381","Roasted Red Dill Potatoes","",4,"Pound",18
"382","Pasta Penne Pjr","",4,"Pound",18
"383","North Salad Bar Waste Module","",11,"Pound",18
"384","North Salad Dressing Waste Module","",7,"Pound",18
"385","North Deli Bar Waste Module","",7,"Pound",18
"386","Scrambled Egg Whites","",3,"Pound",19
"387","Scrambled Egg Whites","",1,"Pound",19
"388","Scrambled Eggs","",1,"Pound",19
"389","Cheesy Scrambled Eggs","",4,"Pound",19
"390","Scrambled Eggs","",4,"Pound",19
"391","Oatmeal Hot Cereal","",4,"Pound",19
"392","Home Fries","",1,"Pound",19
"393","Whole Wheat French Toast Stix","",2,"Pound",19
"395","Turkey Sausage Links","",1,"Pound",19
"396","Oatmeal Hot Cereal","",1,"Pound",19
"397","Smoky Dogs","",2,"Pound",19
"398","Marinara Sauce","",3,"Pound",19
"399","Meat Sauce","",2,"Pound",19
"400","White Rice","",3,"Pound",19
"401","Cheesy Scrambled Eggs","",3,"Pound",20
"402","American Chop Suey","",1,"Pound",20
"403","Bacon","",1,"Pound",20
"404","Oatmeal Hot Cereal","",2,"Pound",20
"407","Meat Ravioli","",2,"Pound",20
"408","Green Beans","",2,"Pound",20
"410","Meat Ravioli","",4,"Pound",20
"413","Rice Pilaf","",2,"Pound",20
"414","Mashed Ranch Potatoes","",1,"Pound",20
"416","North Salad Dressing Waste Module","",7.2,"Pound",20
"417","Scrambled Eggs","",2.7,"Pound",21
"418","Cheesy Scrambled Eggs","",3.7,"Pound",21
"419","Scrambled Egg Whites","",4,"Pound",21
"420","Corned Beef Hash","",2.4,"Pound",21
"425","Pork Gravy","",3.4,"Pound",21
"426","Creole Rice & Beans","",5,"Pound",21
"427","Meat Sauce","",2.7,"Pound",21
"428","North Salad Bar Waste Module","",14,"Pound",21
"429","North Salad Dressing Waste Module","",9,"Pound",21
"430","North Deli Bar Waste Module","",3,"Pound",21
"431","Pepperoni Pizza","",5,"Pound",21
"432","Cheese Pizza","",8,"Pound",21
"433","Roasted Root Vegetables","",4,"Pound",21
"434","Mashed Potatoes","",5,"Pound",21
"435","Peas","",2.8,"Pound",21
"436","Marinara Sauce","",3,"Pound",21
"438","Scrambled Eggs","",2.1,"Pound",22
"439","Scrambled Eggs","",2,"Pound",22
"440","Scrambled Egg Whites","",3.2,"Pound",22
"441","Cheesy Scrambled Eggs","",0.6,"Pound",22
"442","Oatmeal Hot Cereal","",1.9,"Pound",22
"444","Corn","",2.6,"Pound",22
"445","Meat Sauce","",2.2,"Pound",22
"446","Marinara Sauce","",1.5,"Pound",22
"447","Whole Wheat Vegetable Wrap","",1.9,"Pound",22
"448","Steamed Broccoli","",4.7,"Pound",22
"449","Vegan Ravioli Caprese","",4.4,"Pound",22
"450","Meat Sauce","",3.2,"Pound",22
"451","White Rice","",2,"Pound",22
"452","Steamed Broccoli","",1,"Pound",22
"453","Sugar & Spice Salmon","",0.5,"Pound",22
"454","North Salad Bar Waste Module","",7.4,"Pound",22
"455","North Salad Dressing Waste Module","",3,"Pound",22
"456","North Deli Bar Waste Module","",3.4,"Pound",22
"463","Breakfast Potatoes","",2,"Pound",23
"464","Whole Wheat French Toast Stix","",2,"Pound",23
"465","Scrambled Egg Whites","",1,"Pound",23
"466","Scrambled Eggs","",2,"Pound",23
"467","Cheesy Scrambled Eggs","",2.5,"Pound",23
"469","Scrambled Eggs","",3,"Pound",23
"470","Cheesy Scrambled Eggs","",3,"Pound",23
"471","Scrambled Eggs","",3,"Pound",23
"472","Rice Florentine","",3,"Pound",23
"473","Marinara Sauce","",4.6,"Pound",23
"474","Meat Sauce","",5.2,"Pound",23
"475","Chicken and Sausage Gumbo","",1,"Pound",23
"476","White Rice","",6.5,"Pound",23
"477","North Salad Bar Waste Module","",6,"Pound",23
"479","Scrambled Eggs","",2.7,"Pound",24
"481","Home Fries","",3,"Pound",24
"484","Brown Rice","",1.5,"Pound",24
"485","Tofu Marsala","",3.9,"Pound",24
"486","Corn","",2.7,"Pound",24
"487","Cuban Yellow Rice","",5.2,"Pound",24
"488","Curley Fries","",0.5,"Pound",24
"491","Cuban Pork Loin","",2.1,"Pound",24
"493","Tofu Marsala","",2,"Pound",24
"494","Pasta Saute Bar","",2,"Pound",24
"497","North Salad Dressing Waste Module","",2,"Pound",24
"498","North Salad Bar Waste Module","",7,"Pound",24
"499","North Deli Bar Waste Module","",12,"Pound",24
"500","Oatmeal Hot Cereal","",5.8,"Pound",25
"501","Cheesy Scrambled Eggs","",2.5,"Pound",25
"502","Country Style Hash Browns","",3.6,"Pound",25
"503","Scrambled Eggs","",4,"Pound",25
"505","Scrambled Eggs","",3,"Pound",25
"506","Parslied Carrots","",2.2,"Pound",25
"508","Marinara Sauce","",3.8,"Pound",25
"509","Meat Sauce","",2.8,"Pound",25
"510","Meat Sauce","",6.6,"Pound",25
"511","Marinara Sauce","",4,"Pound",25
"512","Chicken Tikka Masala","",7.6,"Pound",25
"514","North Deli Bar Waste Module","",1.8,"Pound",25
"518","North Salad Dressing Waste Module","",20.9,"Pound",25
"519","North Salad Dressing Waste Module","",5.3,"Pound",25
"520","Scrambled Egg Whites","",2.6,"Pound",26
"521","Cheesy Scrambled Eggs","",4,"Pound",26
"522","Tempeh Lo Mein","",2.1,"Pound",26
"523","Tempeh Lo Mein","",2.1,"Pound",26
"524","White Rice","",2,"Pound",26
"530","Honey Roasted Parsnips & Sweet Potatoes","",5,"Pound",26
"531","North Salad Bar Waste Module","",18,"Pound",26
"532","North Deli Bar Waste Module","",7,"Pound",26
"536","Roasted Yukon Golds","",11,"Pound",27
"537","Creole Cod","",5.6,"Pound",27
"538","Jalapeno Poppers","",2,"Pound",27
"539","Cheese Sauce","",1,"Pound",27
"540","Marinara Sauce","",1,"Pound",27
"542","Straight Cut French Fries","",3,"Pound",27
"543","Mexican Corn","",2,"Pound",27
"545","North Deli Bar Waste Module","",15.5,"Pound",27
"547","North Salad Dressing Waste Module","",7.6,"Pound",27
"548","North Salad Bar Waste Module","",19,"Pound",27
"549","Cheesy Scrambled Eggs","",8.3,"Pound",28
"550","Breakfast Potatoes","",9.4,"Pound",28
"554","Meat Sauce","",4.5,"Pound",28
"555","Parsley Noodles","",3,"Pound",28
"556","Broccoli Mac","",2.8,"Pound",28
"557","Swedish Meatballs","",13,"Pound",28
"563","North Deli Bar Waste Module","",12,"Pound",28
"564","North Salad Bar Waste Module","",16,"Pound",28
"565","North Salad Dressing Waste Module","",2.5,"Pound",28
"566","Whole Wheat French Toast Stix","",6.8,"Pound",29
"568","Scrambled Eggs","",4.6,"Pound",29
"570","Beef Tender Picadillo","",2.8,"Pound",29
"571","Basmati Rice","",9.6,"Pound",29
"572","Meat Sauce","",5.4,"Pound",29
"573","North Deli Bar Waste Module","",1.2,"Pound",29
"574","North Salad Bar Waste Module","",10.6,"Pound",29
"575","North Salad Dressing Waste Module","",2.8,"Pound",29
"580","Curley Fries","",2,"Pound",29
"581","Cheesy Scrambled Eggs","",2.2,"Pound",30
"582","Scrambled Eggs","",7,"Pound",30
"583","Scrambled Egg Whites","",7.4,"Pound",30
"584","Cheesy Scrambled Eggs","",4.6,"Pound",30
"585","Oatmeal Hot Cereal","",4,"Pound",30
"586","Waffles","",3.8,"Pound",30
"587","Buttermilk Pancakes","",3.4,"Pound",30
"588","Country Style Hash Browns","",8.4,"Pound",30
"589","Strawberry Pancakes","",3.6,"Pound",30
"590","Strawberry Pancakes","",4,"Pound",30
"591","Beef For French Dip Sandwich","",4,"Pound",30
"592","Meat Sauce","",8.2,"Pound",30
"593","Mashed Potatoes","",9.4,"Pound",30
"594","Meat Sauce","",4.5,"Pound",30
"595","Creamy Spinach & Sun Dried Tomato Whole Wheat Penn","",3.6,"Pound",30
"596","Ranch Roasted Potatoes","",5.1,"Pound",30
"597","Pernil","",4.3,"Pound",30
"600","Fried Tater Tots","",5,"Pound",30
"602","North Deli Bar Waste Module","",4.5,"Pound",30
"603","North Salad Bar Waste Module","",3.8,"Pound",30
"604","North Salad Dressing Waste Module","",10.7,"Pound",30
"605","North Salad Dressing Waste Module","",3.5,"Pound",30
"606","Breakfast Potatoes","",5.6,"Pound",31
"607","Oatmeal Hot Cereal","",4.6,"Pound",31
"608","Scrambled Egg Whites","",3.2,"Pound",31
"609","Cheesy Scrambled Eggs","",2,"Pound",31
"610","Scrambled Egg Whites","",2.2,"Pound",31
"611","Scrambled Eggs","",3.8,"Pound",31
"612","Scrambled Eggs","",4.4,"Pound",31
"615","Breakfast Potatoes","",5.8,"Pound",31
"616","Sesame Nuggets","",0.4,"Pound",31
"617","Marinara Sauce","",2.2,"Pound",31
"618","Meat Sauce","",4,"Pound",31
"619","Pasta Saute Bar","",1.8,"Pound",31
"621","Fried Chicken Nuggets","",5.5,"Pound",31
"622","Chicken Quesadillas","",11.2,"Pound",31
"623","Vegan Steak Tacos","",5.6,"Pound",31
"624","Fish Taco with Chipotle Cream and Salsa Fresca","",5.8,"Pound",31
"625","Spanish Rice","",5,"Pound",31
"626","Marinara Sauce","",7,"Pound",31
"627","Meat Sauce","",6,"Pound",31
"628","North Deli Bar Waste Module","",7.7,"Pound",31
"629","North Salad Dressing Waste Module","",5.3,"Pound",31
"630","North Salad Bar Waste Module","",9.2,"Pound",31
"631","Scrambled Egg Whites","",1,"Pound",32
"632","Scrambled Egg Whites","",1,"Pound",32
"633","Cheesy Scrambled Eggs","",2.5,"Pound",32
"634","Cream of Wheat","",6,"Pound",32
"636","French Dipped Waffles","",4,"Pound",32
"637","Mashed Potatoes","",20,"Pound",32
"638","Peas","",6,"Pound",32
"639","American Chop Suey","",15,"Pound",32
"641","Straight Cut French Fries","",3,"Pound",32
"645","Vegan Mongolian Stir Fry","",10.6,"Pound",32
"646","Meat Sauce","",9.6,"Pound",32
"647","Roasted Root Vegetables","",11.2,"Pound",32
"648","BBQ Chicken Drumsticks","",19.8,"Pound",32
"649","North Salad Bar Waste Module","",15,"Pound",32
"650","North Salad Dressing Waste Module","",7,"Pound",32
"651","North Deli Bar Waste Module","",2.4,"Pound",32
"653","Scrambled Egg Whites","",4.4,"Pound",33
"654","Cheesy Scrambled Eggs","",5.6,"Pound",33
"655","Cheesy Scrambled Eggs","",4,"Pound",33
"656","Oatmeal Hot Cereal","",5.4,"Pound",33
"657","Cheesy Scrambled Eggs","",3.2,"Pound",33
"658","Scrambled Eggs","",5.4,"Pound",33
"660","Oatmeal Hot Cereal","",5,"Pound",33
"662","Mexican Corn","",7,"Pound",33
"663","Meat Sauce","",4,"Pound",33
"668","White Rice","",7,"Pound",33
"670","Straight Cut French Fries","",4,"Pound",33
"673","Buffalo Strips","",3.2,"Pound",33
"674","Zesty Fried Chicken Tenders","",4.4,"Pound",33
"675","Steamed Broccoli","",5.2,"Pound",33
"676","North Salad Bar Waste Module","",23,"Pound",33
"677","North Salad Dressing Waste Module","",3.8,"Pound",33
"681","Marinara Sauce","",6,"Pound",33
"682","Scrambled Eggs","",3,"Pound",34
"683","Cheesy Scrambled Eggs","",2.4,"Pound",34
"684","Scrambled Egg Whites","",3,"Pound",34
"686","Bacon","",2,"Pound",34
"692","Curley Fries","",0.5,"Pound",34
"693","Broccoli Stromboli","",8,"Pound",34
"694","Gingered Green Beans and Carrots","",4,"Pound",34
"695","Sesame Ginger Salmon w/ Mandarin Orange Relish","",3,"Pound",34
"696","Roasted Garlic Potatoes","",4,"Pound",34
"697","Stuffed Mushrooms","",2,"Pound",34
"699","Roasted Garlic Potatoes","",1,"Pound",34
"702","North Salad Bar Waste Module","",15,"Pound",34
"703","North Deli Bar Waste Module","",14,"Pound",34
"705","Breakfast Potatoes","",18.4,"Pound",35
"707","Scrambled Eggs","",6.4,"Pound",35
"708","Omelet Bar","",8.6,"Pound",35
"709","Breakfast Potatoes","",17.2,"Pound",35
"712","Scrambled Egg Whites","",7.2,"Pound",35
"716","Fried Tater Tots","",5,"Pound",35
"718","Baked Ziti","",2.2,"Pound",35
"719","Chicken Rustica","",6.8,"Pound",35
"720","North Salad Bar Waste Module","",16.2,"Pound",35
"721","North Salad Dressing Waste Module","",3.9,"Pound",35
"722","North Deli Bar Waste Module","",5.6,"Pound",35
"723","White Rice","",11.6,"Pound",35
"724","Smashed Yukon Gold Potatoes","",12.6,"Pound",35
"725","Meat Sauce","",4.6,"Pound",35
"726","Marinara Sauce","",6,"Pound",35
"727","Sauteed Vegetable Medley","",4.6,"Pound",35
"728","Brown Gravy","",1.6,"Pound",35
"729","Cheesy Scrambled Eggs","",1.6,"Pound",36
"730","Scrambled Eggs","",2.8,"Pound",36
"731","Scrambled Eggs","",6.4,"Pound",36
"732","Oatmeal Hot Cereal","",6.8,"Pound",36
"733","Scrambled Eggs","",5.2,"Pound",36
"734","Cheesy Scrambled Eggs","",4.8,"Pound",36
"735","Scrambled Egg Whites","",3.6,"Pound",36
"737","Marinara Sauce","",2.2,"Pound",36
"739","Basmati Rice","",6.6,"Pound",36
"740","Sole w/ Roasted Tomato & Fennel","",4,"Pound",36
"741","Crinkle Cut Fries","",5,"Pound",36
"745","North Deli Bar Waste Module","",5.2,"Pound",36
"750","Cheesy Scrambled Eggs","",4,"Pound",37
"751","Scrambled Egg Whites","",2,"Pound",37
"752","Scrambled Eggs","",1.5,"Pound",37
"753","Greek Rice Pilaf","",21.3,"Pound",37
"754","Marinara Sauce","",2.2,"Pound",37
"755","White Rice","",11.1,"Pound",37
"757","Roasted Butternut Squash","",4,"Pound",37
"759","Roasted Yukon Golds","",4,"Pound",37
"760","North Deli Bar Waste Module","",7,"Pound",37
"761","North Salad Bar Waste Module","",20,"Pound",37
"762","North Salad Dressing Waste Module","",14,"Pound",37
"763","Scrambled Eggs","",3.4,"Pound",38
"764","Scrambled Eggs","",6,"Pound",38
"765","Scrambled Egg Whites","",3.2,"Pound",38
"771","Basmati Rice","",15,"Pound",38
"772","Rice & Orzo Pilaf","",5,"Pound",38
"773","BBQ Baked Beans","",7.8,"Pound",38
"774","Vegetable Lo Mein","",3,"Pound",38
"775","Pulled Pork Sandwich","",9.2,"Pound",38
"776","Pulled Pork Sandwich","",11.4,"Pound",38
"778","Veggie Medley","",5.6,"Pound",38
"779","Corn","",6.8,"Pound",38
"780","Vegetable Lo Mein","",10.6,"Pound",38
